Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
389,Wally Szczerbiak,SF,30,TOT,75,2,1736,6.4,15.0,.431,1.9,4.5,.413,4.6,10.5,.438,3.1,3.6,.851,0.7,3.8,4.5,2.2,0.5,0.2,1.6,2.1,17.9
389,Wally Szczerbiak,SF,30,SEA,50,1,1180,7.2,15.7,.460,2.2,5.1,.428,5.0,10.6,.476,3.4,4.1,.843,0.5,3.7,4.1,2.1,0.4,0.2,1.7,2.0,20.0
389,Wally Szczerbiak,SF,30,CLE,25,1,556,4.9,13.5,.359,1.2,3.4,.365,3.6,10.2,.357,2.3,2.7,.878,1.2,4.1,5.2,2.3,0.6,0.5,1.3,2.3,13.3
390,Sebastian Telfair,PG,22,MIN,60,51,1933,4.2,10.4,.401,0.6,2.1,.281,3.6,8.2,.432,1.5,2.0,.743,0.3,2.2,2.5,6.6,1.1,0.2,2.1,3.2,10.4
391,Jason Terry,SG,30,DAL,82,34,2579,6.6,14.1,.467,1.9,5.1,.375,4.7,9.0,.519,2.7,3.1,.857,0.4,2.5,2.9,3.7,1.2,0.3,1.3,2.4,17.7
392,Billy Thomas,SF,32,TOT,11,0,42,3.4,14.6,.235,3.4,13.7,.250,0.0,0.9,.000,1.7,1.7,1.000,0.0,1.7,1.7,0.0,0.9,0.0,3.4,3.4,12.0
392,Billy Thomas,SF,32,NJN,4,0,8,0.0,13.5,.000,0.0,13.5,.000,0.0,0.0,,9.0,9.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,9.0
392,Billy Thomas,SF,32,CLE,7,0,34,4.2,14.8,.286,4.2,13.8,.308,0.0,1.1,.000,0.0,0.0,,0.0,2.1,2.1,0.0,1.1,0.0,3.2,4.2,12.7
393,Kenny Thomas,PF,30,SAC,23,3,281,2.0,4.9,.421,0.0,0.0,,2.0,4.9,.421,0.0,0.6,.000,2.3,5.5,7.8,1.7,0.8,0.1,2.7,4.9,4.1
394,Kurt Thomas,C-PF,35,TOT,70,48,1584,4.4,9.0,.492,0.0,0.0,.000,4.4,9.0,.494,1.2,1.8,.663,3.0,8.6,11.5,1.5,1.3,1.3,1.0,4.3,10.1
394,Kurt Thomas,C,35,SEA,42,39,1060,4.7,9.2,.513,0.0,0.0,,4.7,9.2,.513,1.3,1.9,.696,3.2,9.3,12.5,1.8,1.2,1.5,1.0,4.4,10.8
394,Kurt Thomas,PF,35,SAS,28,9,524,3.8,8.6,.448,0.0,0.1,.000,3.8,8.5,.452,1.0,1.6,.583,2.5,7.0,9.5,1.0,1.4,1.0,1.2,3.9,8.7
395,Tim Thomas,PF,30,LAC,63,51,1940,5.4,13.1,.413,1.5,5.0,.306,3.9,8.1,.479,2.1,2.8,.752,1.2,4.8,6.0,3.2,0.7,0.5,1.8,3.6,14.5
396,Tyrus Thomas,PF,21,CHI,74,27,1330,5.0,11.9,.423,0.0,0.2,.167,5.0,11.7,.426,3.5,4.7,.741,2.8,6.5,9.3,2.4,1.3,1.9,2.1,4.6,13.6
397,Al Thornton,PF,24,LAC,79,31,2158,6.2,14.5,.429,0.7,2.2,.331,5.5,12.4,.447,3.6,4.8,.743,1.6,4.3,6.0,1.6,0.8,0.7,2.1,3.3,16.8
398,Jamaal Tinsley,PG,29,IND,39,36,1293,4.9,12.9,.380,1.1,3.9,.284,3.8,9.0,.422,2.0,2.8,.720,0.7,3.3,3.9,9.1,1.8,0.3,3.6,2.7,12.9
399,Alando Tucker,SF,23,PHO,6,0,48,6.0,16.5,.364,0.7,3.0,.250,5.2,13.5,.389,3.7,4.5,.833,3.0,3.0,6.0,0.0,0.0,0.7,0.0,1.5,16.5
400,Ronny Turiaf,C,25,LAL,78,21,1458,4.6,9.8,.474,0.0,0.0,.000,4.6,9.8,.475,3.5,4.6,.753,2.3,5.2,7.6,3.2,0.7,2.7,1.8,4.9,12.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
401,Hedo Türkoğlu,SF,28,ORL,82,82,3026,6.6,14.5,.456,2.0,4.9,.400,4.6,9.6,.485,3.9,4.7,.829,1.0,4.6,5.6,4.9,0.9,0.3,2.9,2.9,19.1
402,Ime Udoka,PF,30,SAS,73,0,1316,4.3,10.3,.424,1.7,4.5,.370,2.7,5.7,.467,1.2,1.6,.759,1.0,5.3,6.2,1.7,1.5,0.5,1.6,3.5,11.6
403,Beno Udrih,PG,25,SAC,65,51,2080,5.7,12.3,.463,0.9,2.4,.387,4.8,9.9,.482,2.2,2.5,.850,0.6,3.2,3.8,4.9,1.0,0.2,2.6,2.4,14.4
404,Anderson Varejão,C,25,CLE,48,13,1320,3.7,8.0,.461,0.0,0.1,.000,3.7,8.0,.464,1.3,2.2,.598,3.7,7.2,10.9,1.4,1.0,0.7,1.6,3.7,8.8
405,Jacque Vaughn,PG,32,SAS,74,9,1139,3.8,8.9,.428,0.1,0.3,.300,3.7,8.6,.432,1.9,2.5,.763,0.4,1.9,2.3,5.0,0.7,0.0,1.7,3.1,9.7
406,Charlie Villanueva,PF,23,MIL,76,31,1829,7.0,16.0,.435,1.1,3.6,.297,5.9,12.4,.475,2.4,3.1,.783,2.9,6.3,9.2,1.5,0.6,0.7,2.1,3.4,17.4
407,Marcus Vinicius,SF,23,NOH,13,0,69,4.7,10.4,.450,2.6,6.3,.417,2.1,4.2,.500,2.6,5.7,.455,0.5,3.7,4.2,1.0,0.5,0.5,1.6,2.1,14.6
408,Jake Voskuhl,C,30,MIL,44,0,386,3.5,7.5,.463,0.0,0.0,,3.5,7.5,.463,2.2,2.7,.828,2.8,6.2,9.0,1.2,0.8,2.0,2.7,7.7,9.1
409,Sasha Vujačić,SG,23,LAL,72,0,1279,6.2,13.6,.454,3.3,7.6,.437,2.8,6.0,.476,2.1,2.6,.835,0.5,3.8,4.3,2.0,1.0,0.1,1.5,3.0,17.8
410,Dwyane Wade*,SG,26,MIA,51,49,1954,8.1,17.3,.469,0.4,1.4,.286,7.7,15.8,.485,6.5,8.6,.758,0.8,3.1,3.9,6.5,1.6,0.7,4.1,2.5,23.1
411,Von Wafer,SG,22,TOT,29,0,154,4.0,14.3,.279,0.9,6.1,.154,3.0,8.2,.371,1.9,2.8,.667,0.2,4.2,4.4,1.6,0.5,0.7,3.0,1.6,10.8
411,Von Wafer,SG,22,DEN,21,0,90,4.0,15.2,.263,0.4,6.0,.067,3.6,9.2,.391,2.4,3.2,.750,0.4,3.6,4.0,2.0,0.8,0.4,4.4,1.6,10.8
411,Von Wafer,SG,22,POR,8,0,64,3.9,12.9,.304,1.7,6.2,.273,2.3,6.8,.333,1.1,2.3,.500,0.0,5.1,5.1,1.1,0.0,1.1,1.1,1.7,10.7
412,Antoine Walker,PF,31,MIN,46,1,892,5.5,15.1,.363,2.5,7.6,.324,3.0,7.5,.401,1.4,2.7,.530,2.3,4.5,6.8,1.8,1.3,0.3,1.9,3.2,14.9
413,Ben Wallace*,C-PF,33,TOT,72,72,2205,2.3,5.7,.392,0.0,0.1,.000,2.3,5.7,.397,1.2,2.8,.426,3.8,6.0,9.9,1.7,1.4,1.9,1.1,2.0,5.7
413,Ben Wallace*,C,33,CHI,50,50,1627,2.2,6.0,.373,0.0,0.1,.000,2.2,5.9,.378,1.2,2.8,.424,3.9,5.9,9.8,2.0,1.5,1.8,1.1,1.9,5.6
413,Ben Wallace*,PF,33,CLE,22,22,578,2.3,5.0,.457,0.0,0.0,,2.3,5.0,.457,1.2,2.7,.432,3.7,6.5,10.2,0.8,1.2,2.3,1.1,2.2,5.8
414,Gerald Wallace,PF,25,CHA,62,59,2376,6.2,13.8,.449,1.1,3.3,.321,5.1,10.4,.491,4.7,6.5,.731,0.9,4.8,5.7,3.3,2.0,0.9,2.7,2.9,18.2
415,Rasheed Wallace,C,33,DET,77,76,2346,5.8,13.4,.432,1.7,4.8,.356,4.1,8.5,.476,1.8,2.3,.767,1.3,6.6,7.8,2.1,1.4,2.0,1.3,3.3,15.0
416,Luke Walton,SF,27,LAL,74,31,1729,4.5,10.0,.450,0.6,1.7,.333,3.9,8.2,.475,1.6,2.3,.706,1.8,4.3,6.1,4.5,1.2,0.4,2.1,2.8,11.1
417,Hakim Warrick,PF,25,MEM,75,30,1754,6.7,13.4,.502,0.3,1.0,.271,6.5,12.4,.521,3.8,5.3,.704,2.5,4.8,7.3,1.1,0.7,0.6,1.7,3.2,17.5
418,Darius Washington,SG,22,SAS,18,0,146,5.2,11.8,.438,1.0,3.0,.333,4.2,8.9,.472,1.7,3.2,.538,1.0,3.9,4.9,3.7,1.2,0.0,3.5,3.9,13.1
419,Darryl Watkins,C,23,SAC,9,0,71,2.5,7.6,.333,0.0,0.0,,2.5,7.6,.333,1.0,2.5,.400,2.5,3.5,6.1,0.0,1.0,1.0,3.5,4.1,6.1
420,C.J. Watson,PG,23,GSW,32,0,368,4.2,9.9,.426,0.9,2.5,.346,3.3,7.3,.453,2.3,2.8,.793,1.3,1.9,3.1,3.4,1.5,0.0,1.8,1.9,11.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
421,Earl Watson,PG,28,SEA,78,73,2269,5.4,11.9,.454,0.8,2.1,.371,4.6,9.8,.472,1.8,2.3,.766,0.7,2.9,3.6,8.4,1.1,0.2,2.8,2.5,13.3
422,Chris Webber*,PF,34,GSW,9,8,126,4.3,8.9,.484,0.0,0.0,,4.3,8.9,.484,1.4,3.4,.417,0.6,8.6,9.1,5.1,1.1,1.7,3.1,4.9,10.0
423,Martell Webster,SF,21,POR,75,70,2132,4.7,11.1,.422,2.1,5.4,.388,2.6,5.7,.454,2.1,2.8,.735,0.9,4.1,5.0,1.5,0.7,0.5,1.4,2.7,13.5
424,Bonzi Wells,SG,31,TOT,73,7,1562,5.8,13.1,.443,0.3,1.2,.240,5.5,12.0,.462,3.4,5.2,.643,1.9,5.7,7.6,2.2,1.7,0.7,2.4,3.6,15.3
424,Bonzi Wells,SG,31,HOU,51,7,1124,5.6,13.2,.425,0.3,1.2,.211,5.3,12.0,.447,3.6,5.6,.638,2.0,6.3,8.3,2.6,1.6,0.8,2.4,3.6,15.0
424,Bonzi Wells,SG,31,NOH,22,0,438,6.3,12.9,.490,0.3,1.0,.333,6.0,11.9,.503,2.9,4.4,.660,1.7,4.1,5.8,1.4,2.0,0.7,2.2,3.6,15.9
425,David West,PF,27,NOH,76,76,2870,7.9,16.4,.482,0.1,0.3,.240,7.8,16.1,.487,3.8,4.4,.850,2.3,6.2,8.5,2.2,0.8,1.2,2.1,2.6,19.6
426,Delonte West,PG,24,TOT,61,31,1533,4.6,11.2,.413,1.1,3.2,.356,3.5,8.0,.435,1.6,2.1,.736,0.7,3.8,4.5,5.4,1.4,0.7,2.7,2.4,11.9
426,Delonte West,PG,24,SEA,35,5,727,4.8,12.4,.388,0.9,2.8,.339,3.9,9.6,.402,1.3,1.9,.667,0.6,4.1,4.8,5.6,1.5,0.5,3.3,2.2,11.8
426,Delonte West,PG,24,CLE,26,26,806,4.4,10.0,.440,1.3,3.5,.367,3.1,6.5,.479,1.8,2.3,.788,0.8,3.5,4.3,5.2,1.3,0.8,2.3,2.6,12.0
427,Mario West,SG,23,ATL,64,2,269,2.8,6.6,.429,0.0,0.5,.000,2.8,6.0,.467,2.3,3.5,.654,3.5,2.9,6.4,1.7,1.6,0.5,1.2,8.2,7.9
428,Chris Wilcox,PF,25,SEA,62,55,1739,6.9,13.2,.524,0.0,0.1,.000,6.9,13.1,.526,3.3,5.1,.645,2.6,6.4,9.0,1.5,1.0,0.7,2.1,3.6,17.1
429,Damien Wilkins,SF,28,SEA,76,31,1843,5.3,13.1,.403,1.0,3.0,.323,4.3,10.1,.427,2.1,2.8,.736,1.4,3.4,4.8,2.9,1.2,0.4,1.7,2.5,13.6
430,Mike Wilks,PG,28,TOT,15,0,188,3.3,6.9,.472,0.6,1.5,.375,2.7,5.4,.500,0.8,0.8,1.000,1.0,2.7,3.6,2.7,1.7,0.0,1.7,2.5,7.9
430,Mike Wilks,PG,28,DEN,8,0,122,3.0,6.8,.435,0.6,1.5,.400,2.4,5.3,.444,0.6,0.6,1.000,1.2,2.4,3.5,1.8,1.5,0.0,1.5,2.7,7.1
430,Mike Wilks,PG,28,WAS,4,0,44,1.6,3.3,.500,0.8,1.6,.500,0.8,1.6,.500,0.0,0.0,,0.8,4.1,4.9,2.5,2.5,0.0,0.8,1.6,4.1
430,Mike Wilks,PG,28,SEA,3,0,22,8.2,14.7,.556,0.0,1.6,.000,8.2,13.1,.625,3.3,3.3,1.000,0.0,1.6,1.6,8.2,1.6,0.0,4.9,3.3,19.6
431,Aaron Williams,C,36,LAC,30,5,297,3.3,6.7,.491,0.0,0.0,,3.3,6.7,.491,1.7,2.2,.778,1.8,5.6,7.4,1.1,1.5,1.8,1.6,5.3,8.2
432,Deron Williams,PG,23,UTA,82,82,3059,6.7,13.1,.507,1.0,2.5,.395,5.7,10.7,.533,3.9,4.8,.803,0.4,2.5,2.9,10.1,1.1,0.3,3.3,2.4,18.2
433,Jason Williams,PG,32,MIA,67,53,1886,4.0,10.5,.384,1.9,5.2,.353,2.2,5.2,.415,1.3,1.5,.863,0.2,2.3,2.5,5.9,1.6,0.1,1.7,1.8,11.2
434,Justin Williams,C,23,TOT,23,0,123,3.8,8.5,.448,0.0,0.0,,3.8,8.5,.448,2.3,7.6,.308,5.9,8.5,14.3,0.0,1.5,1.5,1.2,5.0,10.0
434,Justin Williams,C,23,SAC,22,0,117,3.7,8.0,.462,0.0,0.0,,3.7,8.0,.462,2.2,6.8,.318,5.8,8.9,14.8,0.0,1.5,1.5,0.9,4.3,9.5
434,Justin Williams,C,23,HOU,1,0,6,6.0,18.0,.333,0.0,0.0,,6.0,18.0,.333,6.0,24.0,.250,6.0,0.0,6.0,0.0,0.0,0.0,6.0,18.0,18.0
435,Lou Williams,PG,21,PHI,80,0,1862,6.2,14.5,.424,1.1,3.0,.359,5.1,11.6,.441,4.4,5.6,.783,0.8,2.4,3.2,4.9,1.6,0.3,2.4,2.5,17.8
436,Marcus Williams,PG,22,NJN,53,7,854,4.7,12.4,.379,2.3,6.0,.380,2.4,6.4,.377,1.6,2.0,.787,0.6,3.7,4.3,5.9,1.1,0.1,3.2,2.2,13.2
437,Marcus Williams,PF-SF,21,TOT,11,0,36,5.0,20.0,.250,0.0,0.0,,5.0,20.0,.250,0.0,0.0,,4.0,8.0,12.0,3.0,1.0,1.0,0.0,3.0,10.0
437,Marcus Williams,SF,21,SAS,1,0,2,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
437,Marcus Williams,PF,21,LAC,10,0,34,5.3,20.1,.263,0.0,0.0,,5.3,20.1,.263,0.0,0.0,,4.2,8.5,12.7,3.2,1.1,0.0,0.0,3.2,10.6
438,Marvin Williams,SF,21,ATL,80,80,2765,5.5,12.0,.462,0.0,0.1,.100,5.5,11.8,.466,4.4,5.3,.822,1.5,4.4,6.0,1.8,1.1,0.4,1.7,2.9,15.4
439,Mo Williams,PG,25,MIL,66,66,2410,6.6,13.7,.480,1.3,3.5,.385,5.3,10.3,.512,2.5,2.9,.856,0.6,2.9,3.4,6.3,1.2,0.1,2.7,2.8,17.0
440,Sean Williams,C,21,NJN,73,29,1278,4.6,8.6,.538,0.0,0.0,,4.6,8.6,.538,2.3,3.7,.609,3.2,5.8,9.1,0.8,0.8,3.0,2.0,5.4,11.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
441,Shawne Williams,SF,21,IND,65,3,967,5.9,13.8,.427,1.6,5.1,.314,4.3,8.7,.494,2.8,3.9,.717,2.0,4.5,6.6,2.2,1.0,1.0,2.2,4.9,16.3
442,Shelden Williams,PF,24,TOT,64,0,776,4.3,9.8,.434,0.0,0.1,.000,4.3,9.7,.438,3.3,4.9,.676,3.2,6.4,9.5,0.9,1.0,1.0,1.6,5.1,11.8
442,Shelden Williams,PF,24,ATL,36,0,414,3.2,8.7,.370,0.0,0.1,.000,3.2,8.6,.374,3.0,4.4,.686,3.0,6.3,9.3,1.0,1.1,1.0,1.2,5.2,9.5
442,Shelden Williams,PF,24,SAC,28,0,362,5.5,11.1,.491,0.0,0.1,.000,5.5,11.0,.495,3.6,5.4,.667,3.4,6.4,9.7,0.8,0.9,1.0,2.1,5.0,14.5
443,Loren Woods,C,29,HOU,7,0,17,6.4,10.6,.600,0.0,0.0,,6.4,10.6,.600,0.0,0.0,,0.0,2.1,2.1,4.2,0.0,0.0,0.0,4.2,12.7
444,Metta World Peace,SF,28,SAC,57,54,2172,7.2,15.9,.453,1.4,3.7,.380,5.8,12.3,.475,3.5,4.9,.719,1.7,3.8,5.4,3.3,2.2,0.6,2.5,2.6,19.4
445,Antoine Wright,SG,23,TOT,56,10,1232,4.0,9.6,.413,0.9,3.2,.291,3.0,6.4,.475,1.3,2.0,.687,1.2,3.1,4.3,2.3,0.8,0.6,1.5,3.7,10.2
445,Antoine Wright,SG,23,NJN,41,10,1056,3.9,9.8,.401,0.9,3.4,.267,3.0,6.3,.473,1.4,2.0,.707,1.2,3.1,4.3,2.3,0.9,0.6,1.3,3.6,10.2
445,Antoine Wright,SG,23,DAL,15,0,176,4.3,8.6,.500,1.0,1.8,.556,3.3,6.8,.485,1.0,1.8,.556,1.0,3.5,4.5,2.7,0.4,0.8,2.3,4.5,10.6
446,Brandan Wright,PF,20,GSW,38,6,376,5.9,10.7,.554,0.0,0.0,,5.9,10.7,.554,2.6,3.8,.675,3.6,5.8,9.5,0.9,0.6,2.1,1.2,3.4,14.5
447,Dorell Wright,SF,22,MIA,44,34,1104,4.7,9.6,.488,0.1,0.4,.364,4.5,9.2,.493,1.9,2.3,.826,1.6,5.6,7.2,2.0,0.9,1.3,0.9,2.6,11.3
448,Julian Wright,SF,20,NOH,57,1,640,5.1,9.5,.533,0.6,1.4,.417,4.5,8.2,.552,1.9,2.9,.635,1.9,4.7,6.6,2.3,1.6,0.7,1.9,2.4,12.5
449,Lorenzen Wright,C,32,TOT,18,1,161,1.3,4.7,.286,0.0,0.0,,1.3,4.7,.286,0.7,1.3,.500,1.8,6.7,8.5,0.9,0.7,0.7,0.9,6.9,3.4
449,Lorenzen Wright,C,32,ATL,13,1,148,1.2,4.1,.294,0.0,0.0,,1.2,4.1,.294,0.7,1.5,.500,1.7,7.3,9.0,0.7,0.7,0.7,0.5,6.3,3.2
449,Lorenzen Wright,C,32,SAC,5,0,13,2.8,11.1,.250,0.0,0.0,,2.8,11.1,.250,0.0,0.0,,2.8,0.0,2.8,2.8,0.0,0.0,5.5,13.8,5.5
450,Nick Young,SG,22,WAS,75,2,1158,6.5,14.9,.439,1.2,3.1,.400,5.3,11.8,.450,3.1,3.9,.815,0.7,2.9,3.6,2.0,1.1,0.2,2.9,4.0,17.4
451,Thaddeus Young,PF,19,PHI,74,22,1554,6.1,11.4,.539,0.1,0.4,.316,6.0,10.9,.548,1.8,2.4,.738,2.8,4.4,7.2,1.3,1.7,0.2,1.5,2.9,14.1
