Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
368,Bob Sura,SG,29,GSW,55,1130,.412,10.3,,.741,.412,.171,.043,.116,.259,,.440,.607,.232,.214,.237,.329,,.514,.893,,.024,8,,.247,.476,,0,0
369,Stromile Swift,PF,23,MEM,67,1478,.481,4.8,,.996,.558,.241,.110,.086,.004,,.483,.597,.373,.259,.333,.000,,.604,,,.213,91,,.500,.000,,0,0
370,Wally Szczerbiak,SF,25,MIN,52,1836,.481,14.7,,.801,.169,.106,.166,.361,.199,,.497,.593,.532,.455,.460,.421,,.714,.885,,.021,13,,.455,.409,,0,0
371,Maurice Taylor,PF,26,HOU,67,1377,.432,9.7,,.996,.273,.241,.189,.293,.004,,.433,.534,.450,.386,.357,.000,,.411,,,.067,32,,.000,,,0,0
372,Jason Terry,PG,25,ATL,81,3081,.428,16.6,,.622,.163,.069,.120,.270,.378,,.462,.505,.456,.460,.438,.371,,.323,.750,,.013,15,,.227,.398,,1,0
373,Etan Thomas,PF,24,WAS,38,513,.492,4.4,,1.000,.476,.403,.113,.008,.000,,.492,.593,.380,.429,1.000,,,.459,,,.145,16,,,,,0,0
374,Kenny Thomas,PF,25,TOT,66,1978,.465,6.1,,1.000,.492,.240,.098,.170,.000,,.465,.611,.381,.291,.263,,,.550,,,.079,39,,,,,0,0
374,Kenny Thomas,PF,25,HOU,20,586,.432,7.8,,1.000,.405,.242,.074,.279,.000,,.432,.662,.283,.357,.245,,,.463,,,.042,7,,,,,0,0
374,Kenny Thomas,PF,25,PHI,46,1392,.482,5.2,,1.000,.537,.238,.111,.114,.000,,.482,.591,.432,.268,.286,,,.590,,,.098,32,,,,,0,0
375,Kurt Thomas,C,30,NYK,81,2577,.483,9.6,,.997,.228,.264,.308,.197,.003,,.483,.573,.502,.435,.429,.667,,.776,1.000,,.008,8,,.000,,,0,0
376,Tim Thomas,SF,25,MIL,80,2358,.443,13.3,,.715,.252,.140,.169,.155,.285,,.474,.603,.377,.459,.368,.366,,.597,.979,,.054,42,,.264,.386,,2,0
377,Jamaal Tinsley,PG,24,IND,73,2237,.396,14.5,,.701,.245,.115,.126,.216,.299,,.446,.654,.375,.343,.308,.277,,.437,.913,,.000,0,,.157,.308,,0,0
378,Óscar Torres,SG,26,GSW,17,109,.444,15.4,,.639,.194,.111,.139,.194,.361,,.391,.286,.500,.200,.571,.538,,.444,.857,,.000,0,,.385,.400,,0,0
379,Robert Traylor,C,25,NOH,69,851,.443,5.7,,.987,.553,.181,.093,.160,.013,,.444,.557,.279,.318,.316,.333,,.596,.000,,.122,25,,.000,,,0,0
380,Gary Trent,SF,28,MIN,80,1222,.535,7.6,,.995,.357,.285,.177,.175,.005,,.537,.755,.495,.406,.294,.000,,.601,,,.077,29,,.000,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
381,Jeff Trepagnier,SG,23,DEN,8,97,.425,12.4,,.800,.350,.050,.100,.300,.200,,.406,.571,.500,.250,.250,.500,,.462,1.000,,.025,1,,.000,,,0,0
382,Cezary Trybański,C,23,MEM,15,86,.250,6.3,,1.000,.450,.300,.150,.100,.000,,.250,.444,.167,.000,.000,,,.600,,,.150,2,,,,,0,0
383,Jake Tsakalidis,C,23,PHO,33,543,.452,4.1,,1.000,.511,.356,.089,.044,.000,,.452,.522,.354,.417,.500,,,.738,,,.141,17,,,,,0,0
384,Nikoloz Tskitishvili,SF,19,DEN,81,1320,.293,16.0,,.613,.204,.069,.107,.234,.387,,.324,.388,.259,.214,.337,.243,,.538,1.000,,.023,9,,.309,.191,,1,0
385,Hedo Türkoğlu,SF,23,SAC,67,1175,.422,14.4,,.801,.210,.120,.102,.368,.199,,.435,.573,.298,.450,.396,.372,,.485,.966,,.028,9,,.154,.167,,1,0
386,Nick Van Exel,SG,31,DAL,73,2026,.412,14.8,,.625,.140,.239,.128,.118,.375,,.432,.552,.487,.302,.316,.378,,.250,.703,,.001,1,,.196,.246,,2,0
387,Keith Van Horn,PF,27,PHI,74,2337,.482,10.1,,.815,.336,.233,.129,.117,.185,,.508,.631,.459,.407,.360,.369,,.673,.985,,.064,55,,.301,.434,,0,0
388,Jacque Vaughn,PG,27,ORL,80,1686,.448,11.2,,.917,.375,.041,.107,.394,.083,,.467,.513,.471,.500,.414,.235,,.409,.875,,.000,0,,.647,.182,,0,0
389,Jake Voskuhl,C,25,PHO,65,947,.564,3.4,,1.000,.693,.153,.104,.049,.000,,.564,.673,.400,.294,.125,,,.630,,,.196,32,,,,,0,0
390,Dajuan Wagner,SG,19,CLE,47,1385,.369,12.1,,.712,.274,.245,.099,.094,.288,,.390,.458,.365,.300,.351,.316,,.321,.909,,.025,13,,.195,.235,,1,0
391,Antoine Walker,PF,26,BOS,78,3235,.388,13.1,,.625,.261,.235,.094,.036,.375,,.427,.573,.329,.295,.357,.323,,.354,.872,,.005,6,,.119,.319,,0,0
392,Samaki Walker,C,26,LAL,67,1243,.420,6.0,,.996,.453,.296,.168,.080,.004,,.421,.500,.407,.326,.227,.000,,.670,,,.095,22,,.000,,,0,0
393,Ben Wallace*,C,28,DET,73,2873,.481,5.0,,.986,.620,.126,.117,.124,.014,,.485,.605,.309,.255,.278,.167,,.632,1.000,,.243,92,,.167,.000,,1,0
394,Gerald Wallace,SF,20,SAC,47,571,.492,6.8,,.978,.585,.087,.033,.273,.022,,.497,.645,.375,.167,.260,.250,,.685,1.000,,.197,30,,.500,.500,,0,0
395,Rasheed Wallace,PF,28,POR,74,2684,.471,13.4,,.719,.193,.215,.152,.160,.281,,.515,.682,.460,.518,.383,.358,,.612,.936,,.079,75,,.156,.333,,1,0
396,Charlie Ward,PG,32,NYK,66,1465,.399,20.0,,.355,.133,.051,.046,.126,.645,,.435,.582,.429,.211,.365,.378,,.344,.713,,.000,0,,.112,.433,,4,0
397,Earl Watson,PG,23,MEM,79,1366,.435,13.6,,.767,.258,.143,.120,.246,.233,,.463,.554,.429,.404,.417,.341,,.446,.903,,.018,5,,.176,.563,,6,0
398,Clarence Weatherspoon,PF,32,NYK,79,2024,.449,5.2,,1.000,.565,.155,.167,.114,.000,,.449,.509,.313,.377,.447,,,.688,,,.123,42,,,,,0,0
399,Chris Webber*,PF,29,SAC,67,2622,.461,11.1,,.985,.237,.226,.129,.393,.015,,.465,.647,.383,.395,.425,.238,,.584,1.000,,.056,69,,.000,,,1,0
400,Bonzi Wells,SG,26,POR,75,2396,.441,11.3,,.869,.348,.099,.141,.280,.131,,.464,.626,.327,.371,.357,.292,,.554,.921,,.047,45,,.492,.328,,5,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
401,Jiří Welsch,SF,23,GSW,37,234,.253,12.2,,.947,.200,.200,.133,.413,.053,,.254,.533,.067,.300,.194,.250,,.778,1.000,,.000,0,,.500,.500,,0,0
402,David Wesley,SG,32,NOH,73,2710,.433,17.2,,.695,.148,.041,.082,.424,.305,,.437,.556,.395,.388,.409,.424,,.730,.933,,.000,0,,.361,.439,,1,0
403,Jahidi White,C,26,WAS,16,230,.472,1.6,,1.000,.792,.189,.019,.000,.000,,.472,.548,.200,.000,,,,.560,,,.189,10,,,,,0,0
404,Rodney White,SG,22,DEN,72,1563,.408,13.1,,.790,.243,.177,.078,.292,.210,,.452,.600,.434,.340,.371,.239,,.610,.969,,.052,29,,.269,.194,,0,0
405,Chris Whitney,PG,31,TOT,51,1052,.355,20.3,,.530,.043,.040,.106,.341,.470,,.400,.667,.214,.243,.437,.305,,.676,.680,,.000,0,,.183,.367,,0,0
405,Chris Whitney,PG,31,DEN,29,762,.360,20.4,,.510,.038,.050,.107,.314,.490,,.383,.600,.231,.250,.427,.336,,.647,.651,,.000,0,,.125,.375,,0,0
405,Chris Whitney,PG,31,ORL,22,290,.341,19.8,,.591,.057,.011,.102,.420,.409,,.442,.800,.000,.222,.459,.194,,.739,.857,,.000,0,,.389,.357,,0,0
406,Chris Wilcox,PF,20,LAC,46,479,.521,4.2,,1.000,.507,.343,.121,.029,.000,,.521,.648,.438,.353,.000,,,.616,,,.221,27,,,,,0,0
407,Mike Wilks,PG-SG,23,TOT,46,688,.338,14.5,,.764,.236,.122,.081,.324,.236,,.354,.400,.389,.250,.333,.286,,.375,.700,,.000,0,,.257,.333,,1,0
407,Mike Wilks,SG,23,ATL,15,364,.358,12.4,,.790,.284,.136,.123,.247,.210,,.359,.478,.455,.200,.250,.353,,.217,.500,,.000,0,,.235,.250,,0,0
407,Mike Wilks,PG,23,MIN,31,324,.313,17.1,,.731,.179,.104,.030,.418,.269,,.347,.250,.286,.500,.393,.222,,.588,1.000,,.000,0,,.278,.400,,1,0
408,Aaron Williams,C,31,NJN,81,1597,.453,5.7,,.998,.483,.273,.134,.107,.002,,.454,.533,.408,.373,.319,.000,,.623,,,.089,31,,.000,,,0,0
409,Alvin Williams,PG,28,TOR,78,2638,.438,15.1,,.839,.145,.127,.147,.420,.161,,.458,.542,.391,.466,.447,.329,,.362,.458,,.000,0,,.062,.556,,0,0
410,Brandon Williams,SF,27,ATL,6,19,.143,14.0,,.857,.000,.286,.429,.143,.143,,.167,,.000,.000,1.000,.000,,1.000,,,.000,0,,1.000,.000,,0,0
411,Eric Williams,SF,30,BOS,82,2350,.442,9.5,,.809,.355,.257,.127,.070,.191,,.467,.627,.351,.288,.400,.336,,.581,.946,,.017,9,,.655,.333,,2,0
412,Frank Williams,PG,22,NYK,21,167,.273,14.9,,.515,.212,.182,.091,.030,.485,,.176,.143,.167,.000,1.000,.375,,.333,.833,,.000,0,,.375,.333,,0,0
413,Jason Williams,PG,27,MEM,76,2407,.388,18.7,,.530,.146,.050,.069,.265,.470,,.418,.560,.279,.390,.373,.354,,.195,.503,,.000,0,,.059,.375,,4,0
414,Jay Williams,PG,21,CHI,75,1961,.399,13.2,,.705,.299,.130,.082,.194,.295,,.431,.527,.393,.304,.361,.322,,.303,.862,,.020,13,,.213,.349,,0,0
415,Jerome Williams,PF,29,TOR,71,2346,.499,5.9,,.989,.555,.151,.142,.140,.011,,.503,.620,.321,.382,.360,.167,,.639,1.000,,.116,58,,.167,.000,,1,0
416,Monty Williams,SF,31,PHI,21,276,.425,5.6,,.975,.613,.075,.188,.100,.025,,.436,.449,.500,.400,.375,.000,,.676,,,.000,0,,.000,,,0,0
417,Scott Williams,C,34,PHO,69,872,.411,10.7,,.993,.267,.144,.247,.336,.007,,.414,.538,.357,.403,.347,.000,,.758,,,.051,12,,.000,,,1,0
418,Shammond Williams,PG,27,TOT,78,1881,.394,17.5,,.549,.187,.060,.064,.238,.451,,.425,.565,.171,.297,.413,.356,,.348,.753,,.021,12,,.134,.514,,3,1
418,Shammond Williams,PG,27,BOS,51,1169,.396,17.6,,.530,.192,.062,.074,.201,.470,,.436,.600,.143,.320,.412,.352,,.333,.821,,.030,10,,.176,.536,,3,1
418,Shammond Williams,PG,27,DEN,27,712,.390,17.4,,.577,.178,.058,.050,.290,.423,,.410,.512,.214,.250,.414,.363,,.368,.649,,.008,2,,.069,.429,,0,0
419,Walt Williams,SF,32,DAL,66,1161,.393,16.3,,.499,.238,.053,.041,.167,.501,,.412,.494,.333,.214,.368,.374,,.586,.969,,.035,10,,.415,.324,,0,0
420,Corliss Williamson,SF,29,DET,82,2061,.453,6.7,,.987,.391,.317,.173,.105,.013,,.456,.588,.443,.301,.264,.182,,.602,1.000,,.024,17,,.636,.286,,2,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
421,Kevin Willis,C,40,SAS,71,840,.479,7.5,,.992,.377,.257,.226,.132,.008,,.482,.732,.303,.414,.235,.000,,.569,,,.086,22,,.500,.000,,0,0
422,Rubén Wolkowyski,PF,29,BOS,7,24,.500,12.1,,.750,.250,.250,.000,.250,.250,,.667,1.000,1.000,,.000,.000,,1.000,,,.000,0,,.000,,,0,0
423,Loren Woods,C,24,MIN,38,353,.382,8.1,,.961,.382,.197,.263,.118,.039,,.384,.552,.400,.150,.333,.333,,.714,1.000,,.171,10,,.000,,,0,0
424,Qyntel Woods,PF,21,POR,53,334,.500,10.1,,.924,.398,.068,.153,.305,.076,,.514,.638,.250,.333,.500,.333,,.679,1.000,,.110,10,,.667,.500,,0,0
425,Metta World Peace,SF,23,IND,69,2317,.428,11.4,,.751,.369,.145,.100,.136,.249,,.458,.609,.228,.282,.426,.336,,.471,.761,,.033,26,,.227,.354,,0,0
426,Lorenzen Wright,C,27,MEM,70,1982,.454,7.9,,.993,.359,.244,.228,.162,.007,,.457,.584,.389,.368,.405,.000,,.665,,,.068,44,,.000,,,0,0
427,Vincent Yarbrough,SG,21,DEN,59,1381,.393,15.1,,.818,.145,.105,.145,.423,.182,,.420,.581,.467,.435,.348,.269,,.639,1.000,,.044,18,,.474,.297,,1,0
428,Wang Zhizhi,C,25,LAC,41,412,.383,11.7,,.710,.358,.160,.080,.111,.290,,.400,.569,.269,.154,.222,.340,,.522,.938,,.037,5,,.021,.000,,0,0
