Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
446,Jermaine Samuels,SF,25,HOU,14,0,60,7.3,11.3,.643,0.0,1.6,.000,7.3,9.7,.750,1.6,1.6,1.000,2.4,8.1,10.5,2.4,0.8,1.6,0.0,4.0,16.2,,149,114
447,Adama Sanogo,PF,21,CHI,9,0,66,10.6,20.4,.519,0.0,0.0,,10.6,20.4,.519,6.0,9.1,.667,14.4,12.8,27.2,0.0,0.8,0.0,3.8,3.8,27.2,,118,116
448,Gui Santos,PF,21,GSW,23,0,192,7.1,13.9,.509,2.5,6.8,.370,4.5,7.1,.643,4.0,4.3,.941,4.3,8.1,12.3,3.5,1.0,0.5,1.8,5.8,20.7,,135,116
449,Dario Šarić,C,29,GSW,64,9,1098,8.0,17.1,.466,3.3,8.7,.376,4.7,8.4,.560,3.5,4.1,.849,3.2,9.3,12.5,6.3,1.4,0.4,3.4,4.9,22.7,,119,115
450,Olivier Sarr,C,24,OKC,15,0,98,5.4,9.3,.579,1.0,2.9,.333,4.4,6.4,.692,4.9,7.4,.667,4.9,12.8,17.7,1.0,0.0,3.4,1.5,8.8,16.7,,135,109
451,Marcus Sasser,PG,23,DET,71,11,1351,7.8,18.2,.428,3.2,8.5,.375,4.6,9.7,.474,2.1,2.4,.879,0.4,4.1,4.5,8.4,1.6,0.4,3.2,3.7,20.9,,108,120
452,Admiral Schofield,PF,26,ORL,23,0,84,5.9,15.3,.385,3.5,9.4,.375,2.4,5.9,.400,0.0,1.2,.000,1.8,8.3,10.0,4.1,0.6,0.0,2.9,5.3,15.3,,95,114
453,Dennis Schröder,PG,30,TOT,80,58,2486,7.9,18.2,.435,2.7,7.2,.375,5.2,11.0,.474,3.5,4.2,.836,0.8,4.0,4.7,9.6,1.2,0.3,3.0,3.2,22.0,,114,121
453,Dennis Schröder,PG,30,TOR,51,33,1559,7.7,17.3,.442,2.4,6.8,.350,5.3,10.5,.501,3.9,4.6,.852,0.7,3.7,4.3,9.7,1.4,0.2,2.6,3.3,21.6,,117,122
453,Dennis Schröder,PG,30,BRK,29,25,927,8.3,19.7,.424,3.3,7.9,.412,5.1,11.8,.432,2.7,3.4,.797,0.9,4.5,5.4,9.3,0.9,0.5,3.7,3.2,22.7,,109,120
454,Dereon Seabron,SG,23,NOP,6,0,55,3.6,11.6,.308,0.9,1.8,.500,2.7,9.8,.273,4.5,5.3,.833,0.9,5.3,6.2,4.5,1.8,0.9,0.0,3.6,12.5,,115,114
455,Alperen Sengun,C,21,HOU,63,63,2046,12.5,23.3,.537,0.8,2.6,.297,11.7,20.6,.567,5.8,8.3,.693,4.3,9.6,14.0,7.4,1.8,1.1,3.8,5.0,31.6,,118,111
456,Brice Sensabaugh,SF,20,UTA,32,11,584,7.0,18.0,.390,2.8,9.5,.296,4.2,8.5,.495,3.1,3.4,.902,1.3,7.1,8.4,4.5,1.1,0.5,3.9,3.6,19.9,,99,122
457,Collin Sexton,SG,25,UTA,78,51,2075,11.8,24.1,.487,3.0,7.6,.394,8.8,16.6,.530,7.4,8.6,.859,1.7,3.1,4.8,8.9,1.4,0.4,3.8,3.6,33.9,,122,123
458,Landry Shamet,SG,26,WAS,46,5,726,7.6,17.6,.431,3.4,10.1,.338,4.2,7.5,.556,2.4,3.0,.826,1.0,3.0,4.0,3.5,1.6,0.6,1.9,4.9,21.1,,107,122
459,Day'Ron Sharpe,C,22,BRK,61,1,921,9.0,15.8,.571,0.2,0.8,.267,8.8,15.0,.588,4.0,6.6,.610,8.7,12.3,20.9,4.6,1.3,2.4,3.8,7.0,22.3,,120,112
460,Shaedon Sharpe,SG,20,POR,32,25,1059,8.2,20.2,.406,2.8,8.4,.333,5.4,11.8,.457,4.6,5.5,.824,2.0,5.5,7.5,4.4,1.3,0.6,3.4,4.1,23.8,,105,119
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
461,Ben Sheppard,SG,22,IND,57,1,814,5.2,13.3,.393,2.8,9.0,.314,2.4,4.2,.562,1.3,1.5,.885,0.9,4.3,5.2,3.1,1.9,0.1,0.9,5.1,14.6,,112,120
462,Pascal Siakam,PF,29,TOT,80,80,2657,12.2,22.8,.536,1.5,4.4,.346,10.7,18.4,.581,5.2,7.1,.732,2.5,7.7,10.2,6.1,1.1,0.4,2.5,3.5,31.2,,121,119
462,Pascal Siakam,PF,29,TOR,39,39,1354,11.6,22.2,.522,1.6,5.2,.317,10.0,17.0,.584,6.0,8.0,.758,1.9,6.8,8.8,6.8,1.1,0.4,3.0,3.1,30.8,,119,120
462,Pascal Siakam,PF,29,IND,41,41,1303,12.9,23.5,.549,1.4,3.7,.386,11.5,19.8,.580,4.4,6.3,.699,3.1,8.5,11.5,5.5,1.1,0.5,2.1,3.8,31.6,,123,119
463,Ben Simmons,PG,27,BRK,15,12,359,5.9,10.2,.581,0.0,0.0,,5.9,10.2,.581,0.8,2.1,.400,4.3,12.1,16.4,11.9,1.7,1.2,3.7,5.0,12.7,,121,112
464,Kobi Simmons,PG,26,TOR,4,0,67,6.5,15.1,.429,1.4,5.8,.250,5.0,9.4,.538,0.0,0.0,,0.7,4.3,5.0,8.6,4.3,1.4,0.7,3.6,14.4,,116,113
465,Anfernee Simons,SG,24,POR,46,46,1582,11.2,26.1,.430,4.9,12.6,.385,6.4,13.5,.472,5.1,5.6,.916,0.7,4.5,5.2,8.0,0.7,0.2,3.9,3.1,32.4,,113,121
466,Zavier Simpson,PG,26,MEM,7,0,161,5.2,16.4,.315,1.5,5.2,.294,3.6,11.2,.324,0.9,1.2,.750,1.2,4.9,6.1,7.6,2.1,0.9,3.0,3.3,12.8,,86,115
467,Jericho Sims,C,25,NYK,45,11,585,3.3,4.7,.691,0.0,0.0,,3.3,4.7,.691,1.4,2.1,.667,4.8,7.8,12.7,2.2,0.7,1.6,1.4,3.9,7.9,,141,114
468,Dmytro Skapintsev,C,25,NYK,2,0,2,0.0,25.2,.000,0.0,0.0,,0.0,25.2,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,122
469,Jalen Slawson,SF,24,SAC,12,0,37,5.3,7.9,.667,0.0,2.6,.000,5.3,5.3,1.000,0.0,0.0,,1.3,7.9,9.2,2.6,1.3,1.3,2.6,10.5,10.5,,107,114
470,Javonte Smart,PG,24,PHI,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,124
471,Marcus Smart,PG,29,MEM,20,20,605,8.2,19.1,.430,3.4,10.8,.313,4.8,8.3,.583,3.5,4.5,.768,0.5,3.8,4.3,6.9,3.3,0.4,5.0,4.3,23.4,,100,113
472,Dennis Smith Jr.,PG,26,BRK,56,2,1059,6.9,15.8,.435,1.5,5.1,.294,5.4,10.7,.502,2.0,2.7,.741,2.3,5.3,7.7,9.5,3.2,0.6,3.2,5.7,17.3,,110,114
473,Dru Smith,SG,26,MIA,9,0,131,5.7,12.6,.455,2.7,6.5,.412,3.0,6.1,.500,0.8,0.8,1.000,2.3,3.0,5.3,5.3,3.4,1.1,1.9,4.6,14.9,,118,110
474,Ish Smith,PG,35,CHO,43,5,741,4.4,10.5,.418,0.3,0.5,.500,4.1,10.0,.413,0.2,0.3,.750,0.7,4.3,5.1,9.7,1.1,0.3,3.1,3.3,9.3,,97,123
475,Jabari Smith Jr.,PF,20,HOU,76,76,2424,7.6,16.7,.454,2.8,7.6,.363,4.8,9.1,.530,3.0,3.7,.811,2.8,9.5,12.3,2.4,1.0,1.2,1.8,4.0,20.9,,116,113
476,Jalen Smith,C,23,IND,61,14,1047,10.5,17.8,.592,2.7,6.5,.424,7.8,11.3,.689,3.2,4.7,.692,5.0,10.1,15.2,2.8,0.8,1.7,2.0,5.6,27.1,,133,117
477,Nick Smith Jr.,SG,19,CHO,51,0,729,7.6,19.6,.391,4.3,9.9,.432,3.4,9.7,.350,0.9,1.0,.867,1.2,3.7,4.9,4.0,0.7,0.5,2.6,3.7,20.4,,98,124
478,Terquavion Smith,PG,21,PHI,16,0,84,10.5,26.9,.391,7.6,20.5,.371,2.9,6.4,.455,1.8,2.9,.600,0.0,2.3,2.3,7.0,4.7,0.0,4.1,4.7,30.5,,103,111
479,Jeremy Sochan,PF,20,SAS,74,73,2193,7.4,16.8,.438,1.5,4.9,.308,5.8,11.9,.492,2.4,3.1,.771,3.0,7.3,10.3,5.4,1.3,0.9,3.0,3.6,18.6,,104,117
480,Pat Spencer,PG,27,GSW,6,0,26,3.7,7.4,.500,0.0,3.7,.000,3.7,3.7,1.000,0.0,0.0,,3.7,3.7,7.4,9.3,0.0,0.0,1.9,1.9,7.4,,129,122
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
481,Jaden Springer,SG-PG,21,TOT,49,2,507,5.7,14.4,.399,1.0,4.7,.208,4.8,9.7,.490,3.4,4.1,.833,3.2,4.4,7.6,4.3,3.5,1.5,3.3,6.4,15.8,,101,110
481,Jaden Springer,SG,21,PHI,32,1,377,6.0,15.4,.390,1.0,4.8,.216,5.0,10.6,.469,3.7,4.4,.824,3.3,4.3,7.6,4.6,3.3,1.4,3.4,6.4,16.7,,100,112
481,Jaden Springer,PG,21,BOS,17,1,130,4.9,11.4,.433,0.8,4.2,.182,4.2,7.2,.579,2.7,3.0,.875,3.0,4.6,7.6,3.4,4.2,1.5,3.0,6.5,13.3,,105,107
482,Lamar Stevens,PF,26,TOT,38,3,559,9.5,21.0,.450,1.2,4.0,.304,8.2,17.0,.485,3.7,4.7,.778,3.2,8.0,11.1,2.5,2.0,1.9,2.1,3.9,23.8,,106,111
482,Lamar Stevens,PF,26,BOS,19,1,122,8.5,18.2,.467,1.2,3.2,.375,7.3,15.0,.486,3.2,4.5,.727,4.9,7.7,12.6,3.2,2.4,2.0,3.6,5.7,21.5,,107,108
482,Lamar Stevens,PF,26,MEM,19,2,437,9.7,21.8,.446,1.2,4.3,.289,8.5,17.6,.484,3.8,4.8,.791,2.7,8.1,10.7,2.2,1.9,1.9,1.7,3.5,24.5,,105,112
483,Isaiah Stewart,PF,22,DET,46,45,1423,6.3,12.9,.487,2.3,5.9,.383,4.0,7.0,.575,2.2,2.9,.753,2.5,7.8,10.3,2.5,0.6,1.3,2.2,3.3,17.0,,114,119
484,Julian Strawther,SF,21,DEN,50,0,545,7.5,20.2,.369,3.7,12.6,.297,3.7,7.6,.488,2.0,2.8,.710,0.5,5.1,5.5,4.3,1.5,0.6,2.1,4.9,20.6,,99,115
485,Max Strus,SF,27,CLE,70,70,2239,6.7,16.1,.418,3.7,10.6,.351,3.0,5.5,.546,1.7,2.1,.794,1.5,6.0,7.5,6.2,1.4,0.6,2.5,3.8,18.8,,112,114
486,Jalen Suggs,SG,22,ORL,75,75,2025,8.2,17.5,.471,3.7,9.4,.397,4.5,8.0,.556,2.9,3.8,.756,1.2,4.4,5.6,5.0,2.6,1.1,3.2,5.0,23.1,,113,110
487,Cole Swider,SF,24,MIA,18,0,87,8.6,21.8,.395,5.7,17.2,.333,2.9,4.6,.625,1.1,1.1,1.000,0.6,3.4,4.0,2.9,0.6,0.6,4.6,2.3,24.1,,91,117
488,Jae'Sean Tate,SF,28,HOU,65,9,1031,5.1,10.8,.472,1.1,3.6,.299,4.0,7.2,.559,1.2,1.8,.667,2.9,6.4,9.3,3.0,2.0,0.7,1.7,6.4,12.5,,112,113
489,Jayson Tatum,PF,25,BOS,74,74,2645,12.6,26.6,.471,4.3,11.4,.376,8.3,15.3,.542,7.7,9.3,.833,1.3,10.0,11.2,6.8,1.4,0.8,3.5,2.7,37.1,,121,111
490,Terry Taylor,PF,24,CHI,31,0,188,5.3,10.3,.513,0.5,2.4,.222,4.8,8.0,.600,1.1,1.3,.800,4.5,5.3,9.8,2.7,1.3,0.5,1.9,4.5,12.2,,117,118
491,Garrett Temple,SG,37,TOR,27,2,289,4.8,13.0,.372,2.0,6.7,.300,2.8,6.3,.447,3.0,3.7,.818,3.0,4.5,7.5,4.7,2.0,0.5,2.3,4.7,14.7,,107,120
492,Dalen Terry,SG,21,CHI,59,2,681,5.1,11.5,.439,1.2,5.4,.230,3.8,6.1,.627,1.8,3.1,.581,2.1,6.1,8.3,5.9,2.0,1.3,2.3,5.9,13.2,,109,115
493,Daniel Theis,C,31,TOT,60,3,1015,7.6,14.2,.532,1.3,3.5,.366,6.3,10.8,.586,1.8,2.4,.760,4.1,7.7,11.9,3.0,1.0,2.5,2.0,6.2,18.3,,121,114
493,Daniel Theis,C,31,IND,1,0,8,5.9,23.6,.250,0.0,5.9,.000,5.9,17.7,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.8,,55,126
493,Daniel Theis,C,31,LAC,59,3,1007,7.6,14.2,.536,1.3,3.4,.371,6.3,10.7,.589,1.9,2.5,.760,4.2,7.8,12.0,3.0,1.0,2.5,2.1,6.2,18.3,,122,114
494,Cam Thomas,SG,22,BRK,66,51,2075,12.6,28.4,.442,3.4,9.5,.364,9.1,19.0,.481,6.8,8.0,.856,0.7,4.4,5.1,4.6,1.1,0.4,3.0,3.3,35.4,,110,119
495,Isaiah Thomas,PG,34,PHO,6,0,19,7.7,25.7,.300,5.1,10.3,.500,2.6,15.4,.167,0.0,0.0,,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,20.6,,101,124
496,Amen Thompson,SF,21,HOU,62,23,1388,8.4,15.6,.536,0.3,2.0,.138,8.1,13.6,.595,3.7,5.4,.684,5.2,9.1,14.3,5.7,2.7,1.3,3.1,4.9,20.7,,118,109
497,Ausar Thompson,SF,21,DET,63,38,1583,7.1,14.6,.483,0.6,3.4,.186,6.4,11.2,.575,2.2,3.6,.597,3.9,8.3,12.2,3.6,2.1,1.8,2.6,5.3,16.9,,107,115
498,Klay Thompson,SF,33,GSW,77,63,2284,10.4,24.0,.432,5.7,14.7,.387,4.7,9.3,.503,2.7,2.9,.927,0.7,4.6,5.4,3.7,1.1,0.7,2.5,2.7,29.1,,113,118
499,Tristan Thompson,C,32,CLE,49,0,549,6.6,10.8,.608,0.0,0.1,.000,6.6,10.7,.613,1.3,4.7,.288,6.6,9.1,15.7,4.6,1.1,1.3,2.6,5.3,14.5,,118,112
500,JT Thor,PF,21,CHO,63,3,781,5.1,11.6,.437,1.8,5.1,.346,3.3,6.4,.510,0.7,1.3,.550,2.7,6.5,9.2,1.8,0.7,1.7,0.9,3.8,12.6,,110,121
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
501,Matisse Thybulle,SF,26,POR,65,19,1487,4.2,10.5,.397,2.7,7.7,.346,1.5,2.9,.535,0.7,1.0,.759,1.0,3.5,4.5,3.0,3.8,1.6,1.3,3.1,11.8,,111,114
502,Xavier Tillman Sr.,C-PF,25,TOT,54,15,974,6.1,14.0,.434,1.0,4.1,.247,5.1,10.0,.510,1.1,2.5,.440,3.5,7.1,10.6,3.9,2.6,2.2,1.7,3.8,14.3,,105,110
502,Xavier Tillman Sr.,C,25,MEM,34,13,700,6.1,14.9,.408,0.8,3.7,.226,5.2,11.2,.469,1.3,3.0,.419,3.9,7.1,11.0,4.0,2.9,2.4,2.0,4.2,14.2,,98,110
502,Xavier Tillman Sr.,PF,25,BOS,20,2,274,6.1,11.9,.515,1.4,5.0,.286,4.7,6.9,.684,0.7,1.3,.571,2.5,7.2,9.7,3.6,1.6,1.6,0.9,2.7,14.4,,127,111
503,Jacob Toppin,SF,23,NYK,9,0,38,6.6,11.9,.556,1.3,5.3,.250,5.3,6.6,.800,2.7,2.7,1.000,4.0,5.3,9.3,4.0,0.0,1.3,1.3,4.0,17.3,,141,117
504,Obi Toppin,PF,25,IND,82,28,1730,9.1,15.8,.573,2.8,6.9,.403,6.3,8.9,.706,2.1,2.7,.770,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23.0,,129,119
505,Juan Toscano-Anderson,SF,30,SAC,11,0,53,2.7,11.0,.250,0.9,3.7,.250,1.8,7.3,.250,0.0,0.0,,3.7,9.2,12.8,3.7,0.9,0.9,1.8,10.1,6.4,,84,115
506,Karl-Anthony Towns,PF,28,MIN,62,62,2026,11.7,23.2,.504,3.3,8.0,.416,8.4,15.2,.550,6.2,7.1,.873,2.3,10.3,12.6,4.6,1.0,1.0,4.3,5.0,32.9,,115,109
507,Gary Trent Jr.,SG,25,TOR,71,41,1994,8.7,20.5,.426,4.3,11.0,.393,4.4,9.5,.464,1.8,2.3,.771,0.6,3.9,4.6,2.9,1.9,0.2,1.1,2.3,23.6,,110,121
508,Oscar Tshiebwe,PF,24,IND,8,0,42,11.2,22.5,.500,0.0,0.0,,11.2,22.5,.500,6.7,9.0,.750,9.0,9.0,18.0,2.2,2.2,1.1,0.0,3.4,29.2,,132,115
509,P.J. Tucker,PF,38,TOT,31,10,486,1.8,5.1,.360,1.3,3.6,.371,0.5,1.5,.333,0.3,0.3,1.000,2.8,5.8,8.6,1.6,1.6,0.7,0.8,5.5,5.3,,120,116
509,P.J. Tucker,PF,38,PHI,3,3,66,1.5,3.7,.400,1.5,3.7,.400,0.0,0.0,,0.0,0.0,,0.7,9.7,10.4,0.0,2.2,1.5,1.5,6.7,4.5,,87,110
509,P.J. Tucker,PF,38,LAC,28,7,420,1.9,5.3,.356,1.3,3.5,.367,0.6,1.8,.333,0.4,0.4,1.000,3.2,5.2,8.3,1.9,1.5,0.6,0.7,5.3,5.4,,124,117
510,Myles Turner,C,27,IND,77,77,2076,10.8,20.7,.524,2.6,7.4,.358,8.2,13.3,.615,5.6,7.2,.773,2.6,9.5,12.1,2.3,0.9,3.3,2.5,5.3,29.8,,120,115
511,Hunter Tyson,PF,23,DEN,18,0,48,8.3,20.7,.400,4.1,14.5,.286,4.1,6.2,.667,0.0,0.0,,1.0,8.3,9.3,2.1,1.0,0.0,2.1,10.3,20.7,,96,114
512,Stanley Umude,SG,24,DET,24,2,307,5.8,13.2,.440,3.8,8.3,.453,2.0,4.9,.419,4.5,5.0,.906,1.3,6.7,8.0,1.7,1.3,1.1,2.2,6.3,19.9,,119,119
513,Jonas Valančiūnas,C,31,NOP,82,82,1925,10.2,18.3,.559,0.9,3.1,.308,9.3,15.3,.609,4.1,5.2,.785,4.7,13.6,18.4,4.4,0.8,1.7,2.8,5.6,25.5,,123,110
514,Jarred Vanderbilt,PF,24,LAL,29,6,581,4.8,9.3,.518,0.7,2.2,.296,4.2,7.1,.586,2.0,2.9,.667,3.4,7.9,11.3,2.9,2.9,0.4,2.3,3.5,12.3,,113,112
515,Fred VanVleet,PG,29,HOU,73,73,2684,7.6,18.4,.416,4.1,10.6,.387,3.5,7.8,.454,3.6,4.1,.860,0.6,4.4,5.0,10.6,1.8,1.1,2.3,3.3,22.9,,123,114
516,Devin Vassell,SG,23,SAS,68,62,2248,10.5,22.3,.472,3.5,9.4,.372,7.0,12.9,.544,3.4,4.2,.801,0.6,4.9,5.5,5.8,1.5,0.5,2.3,1.6,27.9,,113,118
517,Sasha Vezenkov,PF,28,SAC,42,0,511,8.0,18.2,.440,4.3,11.4,.375,3.7,6.7,.549,1.1,1.4,.800,2.9,6.3,9.1,1.8,1.9,0.7,1.1,4.0,21.4,,117,115
518,Gabe Vincent,PG,27,LAL,11,0,218,3.3,10.7,.306,0.7,6.1,.107,2.6,4.6,.571,0.2,0.4,.500,0.9,1.1,2.0,4.6,2.0,0.0,1.1,4.1,7.4,,86,119
519,Nikola Vučević,C,33,CHI,76,74,2610,11.2,23.1,.484,1.8,6.0,.294,9.4,17.2,.550,2.0,2.5,.822,4.0,11.3,15.3,4.9,1.0,1.1,2.3,3.6,26.2,,114,115
520,Tristan Vukcevic,C,20,WAS,10,4,153,8.9,20.5,.433,3.1,11.0,.278,5.8,9.5,.613,5.2,6.7,.773,1.8,9.2,11.0,4.0,1.5,2.1,3.1,8.6,26.0,,106,116
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
521,Dean Wade,PF,27,CLE,54,32,1108,4.3,10.3,.414,3.5,9.0,.391,0.8,1.3,.567,0.9,1.2,.769,1.6,8.1,9.7,1.9,1.8,1.1,0.9,4.1,13.0,,121,111
522,Franz Wagner,SF,22,ORL,72,72,2337,11.2,23.2,.482,2.0,7.1,.281,9.2,16.1,.570,5.7,6.8,.850,1.5,6.5,8.1,5.7,1.6,0.6,2.9,3.6,30.1,,116,112
523,Moritz Wagner,C,26,ORL,80,1,1415,11.6,19.3,.601,1.3,4.0,.330,10.3,15.3,.673,5.8,7.1,.814,4.1,8.0,12.1,3.4,1.4,0.7,3.4,5.6,30.4,,126,112
524,Ish Wainright,SF,29,TOT,11,0,62,5.6,19.1,.292,5.6,15.9,.350,0.0,3.2,.000,1.6,1.6,1.000,2.4,8.7,11.1,0.8,3.2,0.8,1.6,6.4,18.3,,98,112
524,Ish Wainright,SF,29,POR,7,0,46,6.4,19.3,.333,6.4,17.2,.375,0.0,2.1,.000,2.1,2.1,1.000,0.0,9.7,9.7,0.0,2.1,1.1,1.1,4.3,21.5,,106,114
524,Ish Wainright,SF,29,PHO,4,0,16,3.1,18.3,.167,3.1,12.2,.250,0.0,6.1,.000,0.0,0.0,,9.2,6.1,15.3,3.1,6.1,0.0,3.1,12.2,9.2,,81,106
525,Jabari Walker,SF,21,POR,72,23,1700,6.8,14.8,.460,1.2,4.0,.295,5.6,10.7,.522,3.7,5.0,.754,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5.0,18.5,,115,116
526,Jarace Walker,PF,20,IND,33,0,340,6.2,15.3,.409,3.1,7.6,.400,3.2,7.6,.418,1.1,1.2,.889,1.7,7.1,8.7,5.6,2.1,1.5,2.4,4.0,16.7,,109,116
527,Lonnie Walker IV,SG,25,BRK,58,0,1011,10.2,24.1,.423,5.1,13.3,.384,5.1,10.8,.471,2.2,2.9,.763,0.6,5.6,6.2,3.6,1.6,1.0,2.5,3.5,27.7,,105,117
528,Cason Wallace,SG,20,OKC,82,13,1692,6.2,12.6,.491,2.8,6.6,.419,3.4,5.9,.572,0.8,1.1,.784,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,,122,113
529,Jordan Walsh,SF,19,BOS,9,1,83,3.6,8.9,.400,1.2,5.4,.222,2.4,3.6,.667,0.6,1.2,.500,3.0,8.9,11.9,3.0,3.0,0.6,1.8,6.5,8.9,,106,108
530,T.J. Warren,SF,30,MIN,11,0,125,7.1,16.2,.439,0.8,5.1,.154,6.3,11.1,.571,1.2,1.6,.750,2.0,6.7,8.7,3.6,1.6,0.4,1.6,4.3,16.2,,102,110
531,P.J. Washington,PF,25,TOT,73,45,2221,7.8,17.8,.436,2.9,9.1,.320,4.9,8.7,.558,2.2,3.2,.683,1.9,7.2,9.0,3.1,1.6,1.3,2.1,3.7,20.6,,106,117
531,P.J. Washington,PF,25,CHO,44,17,1286,8.7,19.5,.446,3.0,9.4,.324,5.7,10.2,.558,2.6,3.6,.713,2.0,6.9,8.9,3.7,1.5,1.2,2.5,4.3,23.0,,106,119
531,P.J. Washington,PF,25,DAL,29,28,935,6.5,15.5,.421,2.7,8.7,.314,3.8,6.8,.556,1.6,2.6,.627,1.6,7.5,9.2,2.3,1.7,1.4,1.5,2.9,17.4,,106,114
532,TyTy Washington Jr.,PG,22,MIL,11,0,56,5.1,17.2,.300,1.7,5.1,.333,3.4,12.0,.286,0.0,0.0,,0.9,3.4,4.3,4.3,2.6,0.0,1.7,0.9,12.0,,81,117
533,Yuta Watanabe,SF,29,TOT,34,0,464,4.3,12.2,.353,2.6,8.9,.294,1.7,3.3,.516,1.1,1.8,.588,1.2,4.5,5.7,1.6,1.3,0.7,2.0,4.1,12.3,,92,117
533,Yuta Watanabe,SF,29,PHO,29,0,382,4.5,12.4,.361,3.1,9.6,.320,1.4,2.8,.500,1.3,1.9,.667,1.4,4.3,5.8,1.3,1.2,0.9,2.0,4.3,13.3,,96,117
533,Yuta Watanabe,SF,29,MEM,5,0,82,3.6,11.3,.316,0.6,6.0,.100,3.0,5.4,.556,0.0,1.2,.000,0.0,5.4,5.4,3.0,1.8,0.0,1.8,3.0,7.7,,69,117
534,Lindy Waters III,SG,26,OKC,38,0,280,8.4,17.9,.471,6.4,14.6,.435,2.1,3.3,.632,0.3,0.3,1.000,1.2,5.7,6.9,4.1,0.9,1.2,1.2,3.9,23.5,,128,115
535,Trendon Watford,PF,23,BRK,63,2,856,9.5,18.0,.527,1.6,3.9,.397,7.9,14.1,.564,4.5,5.6,.794,3.0,8.2,11.2,4.7,1.3,1.1,3.6,6.1,25.0,,115,115
536,Peyton Watson,SF,21,DEN,80,4,1488,6.9,14.9,.465,1.5,5.1,.296,5.4,9.8,.553,2.4,3.5,.670,1.9,6.7,8.6,2.9,1.4,2.9,1.9,4.8,17.7,,108,111
537,Victor Wembanyama,C,20,SAS,71,71,2106,12.4,26.7,.465,2.9,8.9,.325,9.5,17.9,.534,6.6,8.3,.796,3.6,13.4,17.0,6.2,2.0,5.7,5.9,3.4,34.3,,104,106
538,Blake Wesley,SG,20,SAS,61,3,876,5.5,11.7,.474,0.7,3.0,.218,4.9,8.7,.563,2.8,4.2,.667,1.0,4.1,5.1,9.0,1.6,0.5,3.0,4.8,14.5,,110,118
539,Russell Westbrook,PG,35,LAC,68,11,1529,9.7,21.4,.454,1.4,5.0,.273,8.4,16.4,.509,3.6,5.2,.688,3.0,8.1,11.1,9.9,2.4,0.7,4.6,3.9,24.3,,107,113
540,Coby White,PG,23,CHI,79,78,2881,9.4,20.9,.447,3.6,9.6,.376,5.7,11.3,.508,3.8,4.5,.838,0.8,5.4,6.2,7.0,0.9,0.3,2.9,3.2,26.1,,115,120
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
541,Derrick White,SG,29,BOS,73,73,2381,8.0,17.4,.461,4.1,10.3,.396,4.0,7.1,.555,2.8,3.2,.901,1.1,5.4,6.4,7.8,1.5,1.8,2.3,3.2,23.0,,126,112
542,Jack White,SF,26,MEM,4,0,64,1.5,12.2,.125,1.5,7.6,.200,0.0,4.6,.000,0.0,0.0,,3.1,6.1,9.2,0.8,3.1,0.8,1.5,2.3,4.6,,54,112
543,Cam Whitmore,SF,19,HOU,47,2,880,11.7,25.7,.454,4.4,12.1,.359,7.3,13.6,.538,4.2,6.2,.679,2.4,7.5,9.9,1.8,1.7,0.9,2.5,3.5,31.9,,109,113
544,Aaron Wiggins,SG,25,OKC,78,4,1228,8.3,14.8,.562,2.4,4.9,.492,5.9,9.8,.598,2.2,2.8,.789,2.3,4.9,7.3,3.4,2.2,0.7,2.2,3.6,21.2,,125,113
545,Andrew Wiggins,SF,28,GSW,71,59,1920,8.9,19.7,.453,2.3,6.4,.358,6.6,13.3,.498,3.6,4.8,.751,2.7,5.4,8.1,3.0,1.1,1.0,2.2,3.7,23.7,,112,117
